title,year,All Intl,Total Gross,USA,"Europe, Middle East, and Africa",Latin America,Asia Pacific,China
Star Trek II: The Wrath of Khan,1982,0,78912963,78912963,no data,no data,no data,no data
48 Hrs.,1982,0,78868508,78868508,no data,no data,no data,no data
Poltergeist,1982,0,76606280,76606280,no data,no data,no data,no data
The Best Little Whorehouse in Texas,1982,0,69701637,69701637,no data,no data,no data,no data
Conan the Barbarian,1982,29286000,68851475,39565475,no data,no data,no data,no data
Annie,1982,0,57059003,57059003,no data,no data,no data,no data
The Verdict,1982,0,53977250,53977250,no data,no data,no data,no data
Gandhi,1982,0,52767889,52767889,no data,no data,no data,no data
The Toy,1982,0,47118057,47118057,no data,no data,no data,no data
Firefox,1982,0,46708276,46708276,no data,no data,no data,no data
The Dark Crystal,1982,0,40577001,40577001,no data,no data,no data,no data
The Sword and the Sorcerer,1982,0,39103425,39103425,no data,no data,no data,no data
Best Friends,1982,0,36821203,36821203,no data,no data,no data,no data
Richard Pryor: Live on the Sunset Strip,1982,0,36299720,36299720,no data,no data,no data,no data
Friday the 13th Part III,1982,0,34581519,34581519,no data,no data,no data,no data
TRON,1982,0,33000000,33000000,no data,no data,no data,no data
Young Doctors in Love,1982,0,30688860,30688860,no data,no data,no data,no data
Sophie's Choice,1982,0,30036000,30036000,no data,no data,no data,no data
The World According to Garp,1982,0,29712172,29712172,no data,no data,no data,no data
Victor Victoria,1982,0,28215453,28215453,no data,no data,no data,no data
Blade Runner,1982,0,27580111,27580111,no data,no data,no data,no data
Airplane II: The Sequel,1982,0,27150534,27150534,no data,no data,no data,no data
Fast Times at Ridgemont High,1982,0,27092880,27092880,no data,no data,no data,no data
Some Kind of Hero,1982,0,23671186,23671186,no data,no data,no data,no data
Mad Max 2: The Road Warrior,1982,0,23667907,23667907,no data,no data,no data,no data
Bambi,1982,0,23000000,23000000,no data,no data,no data,no data
Pink Floyd: The Wall,1982,0,22244207,22244207,no data,no data,no data,no data
Raiders of the Lost Ark,1982,0,21437879,21437879,no data,no data,no data,no data
Things Are Tough All Over,1982,0,21134374,21134374,no data,no data,no data,no data
Night Shift,1982,0,21095638,21095638,no data,no data,no data,no data
Creepshow,1982,0,21028755,21028755,no data,no data,no data,no data
Quest for Fire,1982,0,20959585,20959585,no data,no data,no data,no data
The Man from Snowy River,1982,0,20659423,20659423,no data,no data,no data,no data
Six Pack,1982,0,20225989,20225989,no data,no data,no data,no data
My Favorite Year,1982,0,20123620,20123620,no data,no data,no data,no data
The Thing,1982,0,19629760,19629760,no data,no data,no data,no data
Deathtrap,1982,0,19282134,19282134,no data,no data,no data,no data
Dead Men Don't Wear Plaid,1982,0,18196170,18196170,no data,no data,no data,no data
Peter Pan,1982,0,17200000,17200000,no data,no data,no data,no data
Zapped!,1982,0,16897768,16897768,no data,no data,no data,no data
They Call Me Bruce,1982,0,16894678,16894678,no data,no data,no data,no data
Death Wish II,1982,0,16100000,16100000,no data,no data,no data,no data
Kiss Me Goodbye,1982,0,15782759,15782759,no data,no data,no data,no data
Star Wars: Episode IV - A New Hope,1982,0,15476785,15476785,no data,no data,no data,no data
Grease 2,1982,0,15171476,15171476,no data,no data,no data,no data
The Secret of NIMH,1982,0,14665733,14665733,no data,no data,no data,no data
Halloween III: Season of the Witch,1982,0,14400000,14400000,no data,no data,no data,no data
Diner,1982,0,14099953,14099953,no data,no data,no data,no data
The Beastmaster,1982,0,14056528,14056528,no data,no data,no data,no data
Missing,1982,0,14000000,14000000,no data,no data,no data,no data
Star Wars: Episode V - The Empire Strikes Back,1982,0,13276241,13276241,no data,no data,no data,no data
Visiting Hours,1982,0,13258670,13258670,no data,no data,no data,no data
Vice Squad,1982,0,13253583,13253583,no data,no data,no data,no data
Author! Author!,1982,0,13111101,13111101,no data,no data,no data,no data
Amityville II: The Possession,1982,0,12534817,12534817,no data,no data,no data,no data
Monsignor,1982,0,12408066,12408066,no data,no data,no data,no data
Making Love,1982,0,11897978,11897978,no data,no data,no data,no data
The Seduction,1982,0,11378339,11378339,no data,no data,no data,no data
Das Boot,1982,0,10915250,10915250,no data,no data,no data,no data
Silent Rage,1982,0,10490791,10490791,no data,no data,no data,no data
Savannah Smiles,1982,0,10413170,10413170,no data,no data,no data,no data
Class Reunion,1982,0,10054150,10054150,no data,no data,no data,no data
Hanky Panky,1982,0,9823934,9823934,no data,no data,no data,no data
Shoot the Moon,1982,0,9217530,9217530,no data,no data,no data,no data
A Midsummer Night's Sex Comedy,1982,0,9077269,9077269,no data,no data,no data,no data
Trail of the Pink Panther,1982,0,9056073,9056073,no data,no data,no data,no data
If You Could See What I Hear,1982,0,8693512,8693512,no data,no data,no data,no data
Night Crossing,1982,0,8000000,8000000,no data,no data,no data,no data
The Pirate Movie,1982,0,7983086,7983086,no data,no data,no data,no data
The Beast Within,1982,0,7742572,7742572,no data,no data,no data,no data
Tex,1982,0,7400000,7400000,no data,no data,no data,no data
The Missionary,1982,0,7241180,7241180,no data,no data,no data,no data
Cat People,1982,0,7000000,7000000,no data,no data,no data,no data
I Ought to Be in Pictures,1982,0,6968359,6968359,no data,no data,no data,no data
The Amateur,1982,0,6892098,6892098,no data,no data,no data,no data
Six Weeks,1982,0,6668025,6668025,no data,no data,no data,no data
Forced Vengeance,1982,0,6660333,6660333,no data,no data,no data,no data
The Last Unicorn,1982,0,6455330,6455330,no data,no data,no data,no data
The Soldier,1982,0,6328816,6328816,no data,no data,no data,no data
The Border,1982,0,6118683,6118683,no data,no data,no data,no data
Evil Under the Sun,1982,0,6110000,6110000,no data,no data,no data,no data
Partners,1982,0,6062898,6062898,no data,no data,no data,no data
Still of the Night,1982,0,5979947,5979947,no data,no data,no data,no data
The Last American Virgin,1982,0,5829781,5829781,no data,no data,no data,no data
Megaforce,1982,0,5675599,5675599,no data,no data,no data,no data
Personal Best,1982,0,5672311,5672311,no data,no data,no data,no data
Paradise,1982,0,5588800,5588800,no data,no data,no data,no data
Cannery Row,1982,0,5301539,5301539,no data,no data,no data,no data
Venom,1982,0,5229643,5229643,no data,no data,no data,no data
Inchon,1982,0,5200986,5200986,no data,no data,no data,no data
Heidi's Song,1982,0,5124391,5124391,no data,no data,no data,no data
Tempest,1982,0,5005245,5005245,no data,no data,no data,no data
Summer Lovers,1982,0,4968000,4968000,no data,no data,no data,no data
Honkytonk Man,1982,0,4484991,4484991,no data,no data,no data,no data
Jekyll and Hyde... Together Again,1982,0,3792188,3792188,no data,no data,no data,no data
Wrong Is Right,1982,0,3583513,3583513,no data,no data,no data,no data
Fighting Back,1982,0,3355948,3355948,no data,no data,no data,no data
Penitentiary II,1982,0,3178542,3178542,no data,no data,no data,no data
The Challenge,1982,0,2977706,2977706,no data,no data,no data,no data
Homework,1982,0,2914328,2914328,no data,no data,no data,no data
Jinxed!,1982,0,2869638,2869638,no data,no data,no data,no data
It Came from Hollywood,1982,0,2573342,2573342,no data,no data,no data,no data
A Stranger Is Watching,1982,0,2519559,2519559,no data,no data,no data,no data
A Little Sex,1982,0,2370376,2370376,no data,no data,no data,no data
"Yes, Giorgio",1982,0,2279543,2279543,no data,no data,no data,no data
Barbarosa,1982,0,1736123,1736123,no data,no data,no data,no data
"I, the Jury",1982,0,1515578,1515578,no data,no data,no data,no data
Endangered Species,1982,0,1474249,1474249,no data,no data,no data,no data
The Sender,1982,0,1054328,1054328,no data,no data,no data,no data
Lookin' to Get Out,1982,0,946461,946461,no data,no data,no data,no data
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1982,0,840958,840958,no data,no data,no data,no data
The House Where Evil Dwells,1982,0,667863,667863,no data,no data,no data,no data
One from the Heart,1982,0,636796,636796,no data,no data,no data,no data
The Weavers: Wasn't That a Time,1982,0,524203,524203,no data,no data,no data,no data
Monty Python Live at the Hollywood Bowl,1982,0,327958,327958,no data,no data,no data,no data
I'm Dancing as Fast as I Can,1982,0,291390,291390,no data,no data,no data,no data
Split Image,1982,0,263635,263635,no data,no data,no data,no data
Five Days One Summer,1982,0,199078,199078,no data,no data,no data,no data
The Escape Artist,1982,0,143369,143369,no data,no data,no data,no data
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,0,78350,78350,no data,no data,no data,no data
Movie Madness,1982,0,63405,63405,no data,no data,no data,no data
White Dog,1982,0,46509,46509,no data,no data,no data,no data
Hammett,1982,0,42914,42914,no data,no data,no data,no data
"Ladies and Gentlemen, the Fabulous Stains",1982,0,25728,25728,no data,no data,no data,no data
Love & Money,1982,0,14009,14009,no data,no data,no data,no data
Star Wars: Episode VI - Return of the Jedi,1983,122009457,374593074,252583617,no data,no data,no data,no data
Terms of Endearment,1983,0,108423489,108423489,no data,no data,no data,no data
Flashdance,1983,0,92921203,92921203,no data,no data,no data,no data
Trading Places,1983,0,90404800,90404800,no data,no data,no data,no data
Jaws 3-D,1983,42470000,87987055,45517055,no data,no data,no data,no data
WarGames,1983,0,79567667,79567667,no data,no data,no data,no data
Octopussy,1983,0,67893619,67893619,no data,no data,no data,no data
Sudden Impact,1983,0,67642693,67642693,no data,no data,no data,no data
Scarface,1983,20476000,65144798,44668798,no data,no data,no data,no data
Staying Alive,1983,0,64892670,64892670,no data,no data,no data,no data
Mr. Mom,1983,0,64783827,64783827,no data,no data,no data,no data
Risky Business,1983,0,63541777,63541777,no data,no data,no data,no data
National Lampoon's Vacation,1983,0,61399552,61399552,no data,no data,no data,no data
Superman III,1983,0,59950623,59950623,no data,no data,no data,no data
The Big Chill,1983,0,56342711,56342711,no data,no data,no data,no data
Never Say Never Again,1983,0,55432841,55432841,no data,no data,no data,no data
Blue Thunder,1983,0,42313354,42313354,no data,no data,no data,no data
Yentl,1983,0,40218899,40218899,no data,no data,no data,no data
Silkwood,1983,0,35615609,35615609,no data,no data,no data,no data
Psycho II,1983,0,34725000,34725000,no data,no data,no data,no data
Porky's II: The Next Day,1983,0,33759266,33759266,no data,no data,no data,no data
Uncommon Valor,1983,0,30503151,30503151,no data,no data,no data,no data
Snow White and the Seven Dwarfs,1983,0,30100000,30100000,no data,no data,no data,no data
Never Cry Wolf,1983,0,29600000,29600000,no data,no data,no data,no data
Twilight Zone: The Movie,1983,0,29450919,29450919,no data,no data,no data,no data
Easy Money,1983,0,29309766,29309766,no data,no data,no data,no data
High Road to China,1983,0,28445927,28445927,no data,no data,no data,no data
The Outsiders,1983,0,25697647,25697647,no data,no data,no data,no data
Spring Break,1983,0,24071666,24071666,no data,no data,no data,no data
Two of a Kind,1983,0,23646952,23646952,no data,no data,no data,no data
My Tutor,1983,0,22587834,22587834,no data,no data,no data,no data
Class,1983,0,21667789,21667789,no data,no data,no data,no data
The Right Stuff,1983,0,21192102,21192102,no data,no data,no data,no data
Cujo,1983,0,21156152,21156152,no data,no data,no data,no data
Christine,1983,0,21017849,21017849,no data,no data,no data,no data
The Rescuers,1983,0,21000000,21000000,no data,no data,no data,no data
The Dead Zone,1983,0,20766616,20766616,no data,no data,no data,no data
Breathless,1983,0,19910002,19910002,no data,no data,no data,no data
A Christmas Story,1983,0,19294144,19294144,no data,no data,no data,no data
Max Dugan Returns,1983,0,17613720,17613720,no data,no data,no data,no data
Valley Girl,1983,0,17343596,17343596,no data,no data,no data,no data
All the Right Moves,1983,0,17233166,17233166,no data,no data,no data,no data
Krull,1983,0,16519460,16519460,no data,no data,no data,no data
Spacehunter: Adventures in the Forbidden Zone,1983,0,16478265,16478265,no data,no data,no data,no data
Richard Pryor... Here and Now,1983,0,16156776,16156776,no data,no data,no data,no data
D.C. Cab,1983,0,16134627,16134627,no data,no data,no data,no data
Gorky Park,1983,0,15856028,15856028,no data,no data,no data,no data
Still Smokin,1983,0,15543710,15543710,no data,no data,no data,no data
The Meaning of Life,1983,0,14929552,14929552,no data,no data,no data,no data
Educating Rita,1983,0,14648076,14648076,no data,no data,no data,no data
Private School,1983,0,14049540,14049540,no data,no data,no data,no data
The Survivors,1983,0,14000000,14000000,no data,no data,no data,no data
The Entity,1983,0,13277558,13277558,no data,no data,no data,no data
Revenge of the Ninja,1983,0,13168027,13168027,no data,no data,no data,no data
To Be or Not to Be,1983,0,13030214,13030214,no data,no data,no data,no data
Stroker Ace,1983,0,13000000,13000000,no data,no data,no data,no data
Lone Wolf McQuade,1983,0,12232628,12232628,no data,no data,no data,no data
The Black Stallion Returns,1983,0,12049108,12049108,no data,no data,no data,no data
The Sword in the Stone,1983,0,12000000,12000000,no data,no data,no data,no data
Deathstalker,1983,0,11919250,11919250,no data,no data,no data,no data
Zelig,1983,0,11798616,11798616,no data,no data,no data,no data
The Lords of Discipline,1983,0,11787127,11787127,no data,no data,no data,no data
Raiders of the Lost Ark,1983,0,11374454,11374454,no data,no data,no data,no data
The Smurfs and the Magic Flute,1983,0,11234220,11234220,no data,no data,no data,no data
The Man Who Loved Women,1983,0,10964231,10964231,no data,no data,no data,no data
Hercules,1983,0,10676194,10676194,no data,no data,no data,no data
The House on Sorority Row,1983,0,10604986,10604986,no data,no data,no data,no data
Doctor Detroit,1983,0,10375893,10375893,no data,no data,no data,no data
Deal of the Century,1983,0,10369581,10369581,no data,no data,no data,no data
The Man with Two Brains,1983,0,10353438,10353438,no data,no data,no data,no data
The Year of Living Dangerously,1983,0,10278575,10278575,no data,no data,no data,no data
Brainstorm,1983,0,10219460,10219460,no data,no data,no data,no data
Lovesick,1983,0,10171304,10171304,no data,no data,no data,no data
Without a Trace,1983,0,9632062,9632062,no data,no data,no data,no data
Bad Boys,1983,0,9190819,9190819,no data,no data,no data,no data
